"Project ID","Title Project","Short Descr Project","Project Starts","Project Ends","Level of Impact","ISO CODE","Loc of Impact","Loc Info","% Aim 1: Right to Sustainable Livelihoods","% Aim 2: Right to Essential services","% Aim 3: Right to Life and Security","% Aim 4: Right to be heard","% Aim 5: Right to Equity"," Expenditure prior to 2010/11","Expenditure in 2010/11"," Revised Budget  in current and future years (£) ","Total Value all years (£)"
"BGDA93","Diversity- Indigenous People's Capacity Building programme management","This project is working with plain land adibashi  to enhange the situation to enjoy equal rights through mobilisation and capacity building. To manage numbers of project under the PIP P00105 a team comprising of 3 Project and 1 Programme Officer are working directly. PC north will supervised and  PM will provide strategic support, guidence of this project.  This project covers the salary of staff, programme management, logistics, transport, monitoring cost of the Dhaka based IPCBP team where DANIDA will contribute 65% of total grant till 31st december 2010.","18-Apr-07 ","31-Mar-11 ","Country","BD","Bangladesh","Dhaka, Rajshahi Division, Greater Mymensingh and Greater Sylhet",-0,25,-0,10,65," 188,909 "," 24,837 ",-0," 213,747 "
"BGDA94","WE CAN Campaign in Bangladesh 2010 -2011","This Project is an independent alliance led campaign to end domestic violence in Bangladesh titled WE CAN campaign. Challenge & change patriarchal values, attitude & practices that perpetuate VAW, specifically Domestic Violence and break the cultural of silence is the objectives.  Thousand of mobilised change makers will take pladge not to accept or involved in any act of VAW and take visible stand. The campaign will turn in to social movement & ensure strategic link with policy & media. It's includs communication materials, organising events through allies and partners at grassroots to national level.","1-May-07 ","31-Mar-11 ","Country","BD","Bangladesh","15 districts under 4 divisions in Bangaldesh",-0,-0,-0,-0,100," 487,704 "," 260,962 ",-0," 748,666 "
"BGDB06","Anogrosor Gono Unnayan Project-AGUP (Indigenous Peoples Development Project)","This project aims to improve life of the plain land adibashi  through enhancing capacity of organizations to assert rights, consolidation of land rights and promotion of bilingual education at pre-primary level. Community organizations and their leaders, introduced with policies, laws, constitution and covenants favouring adibashi (especially ILO 107) and claim to the state representatives and sensitise to enhance access and participation in the decision making process. Project activities will follow rights based approach. Funded by DANIDA, OCAA and as well as managed by OGB under PIP P00105.","17-Sep-07 ","31-Mar-11 ","Country","BD","Bangladesh","North west, Greater Sylhet and Greater Mymensingh",-0,25,-0,10,65," 690,164 "," 159,239 ",-0," 849,403 "
"BGDB25","Economic Justice Campaign Project","This Project is designed under the Policy and Advocacy PIP for 5 years. Agriculture is at the centre of OIEJ Operational Plan. Comprehensive Agrarian Reform Programme (CARP) would be developed slowly giving an over-arching focus in agriculture campaign and giving lesser priority to climate change campaign for 2010-2011 where trade campaign would be purely reactive.","1-Sep-08 ","31-Mar-13 ","Country","BD","Bangladesh",-0,60,-0,20,-0,20," 211,770 "," 469,349 ",-0," 681,119 "
"BGDB32","WE CAN Campaign in Bangladesh : Alliance & Secretariat Management","This Project is an independent alliance led campaign to end Violence Against Women (VAW) titled WE CAN campaign in Bangladesh. Challenge & change patriarchal values, attitude & practices that perpetuate VAW, specifically Domestic Violence and break the culture of silence are the objectives.  The campaign will turn in to social movement & ensure strategic link with policy & media. It's includes WE CAN Campaign secretariat and alliance management costs, communication materials development, organising events through allies and partners at grassroots to national level.","1-May-08 ","30-Apr-11 ","Country","BD","Bangladesh"," 61 districts throughout 6 divisions under the country ",-0,-0,-0,-0,100," 110,636 "," 56,119 "," 8,020 "," 174,775 "
"BGDB36","Empowerment of “Untouchables” living in urban slums in Bangladesh","This project aims to improve the rights situation of the so called untouchable communities ( dalits)  through  education, increase access to the govt school and services, improve leadership specially for women to assert their rights. This project also working to reduce social exclusion, untouchablity, discrimination and enhance voice and participation to claim their rights to the state and society. This is a pilot project and extended up to September 2010 funded by CDS and Klub-Christmas appeal managed by OGB under PIP P00105.","2-Apr-09 ","31-Mar-11 ","Country","BD","Bangladesh","Dhaka, Manikganj, Mymensingh, Naogaon, Dinajpur,",-0,25,-0,10,65," 56,454 "," 36,288 ",-0," 92,742 "
"BGDB37","WASH Inovation fund 2009","Project intends a. preservation of rainwater through protected pond; b. point of use water safety solution by Chulli; c. piloting urine diversion latrine and modified ECOSAN. a and b - will focus on lining technology of pond and social/ technical efficacy of chulli. c - will be carried out over two different weather conditions (dry and wet), rate of sludge accumulation and local production of appropriate urine diversion plastic slab. Funded by Mariposa Fund; Location Satkhira, Bagerhat, Sirajgonj, Kurigram and Gaibanda; Rupantar, MMS, SSUS and Zibika are the partners. Direct beneficiaries 7,000 and indirect 28,000.","1-Jun-09 ","30-Jun-10 ","Country","BD","Bangladesh","Satkhira, Bagerhat, Sirajgonj, Gaibandha and Kurigram districts",-0,80,20,-0,-0," 79,341 "," 28,103 ",-0," 107,444 "
"BGDB41","Capacity Building of Indigenous Peoples Development programme partners","This project aims to strengthen the capacity of different level organizations and staffs (OGB, Partner and community volunteers/ teachers/ leaders) involved with the IPCBP project through organizing  workshops, training, cross visit, short term assignments, monitoring & evaluation, documentation and coordination meeting. Project activities will follow rights based approach. Funded by DANIDA, OCAA  as well as managed by OGB under PIP P00105.","10-Jun-09 ","31-Mar-11 ","Country","BD","Bangladesh"," Northern, western and central region of Bangladesh ",-0,25,-0,10,65," 29,295 "," 18,463 ",-0," 47,758 "
"BGDB42","Advocacy for indigenous peoples capacity building programme","This project aims to review the current policies and acts link with indigenous commuity and identify the gaps at policy and execution level. For that purpose make the indigenous commuity more capable to influence policy makers, make the policies sensitive towards indigenous community. Also mobilise and create the opinion of civil society, media and greater communities in favour of inidigenous peoples through several initiatives. The fund will be spent to organise popular mobilisation, dialogue, workshop, seminar, lobbying with concerning authority, research, publication through direct or strategic partners.","2-Aug-09 ","31-Dec-10 ","Country","BD","Bangladesh","all over the country mainly focused on adibashi existence in the plain land",-0,10,-0,20,70," 32,794 "," 107,056 ",-0," 139,850 "
"BGDB46","Building community resilience to floods in central region of Bangladesh","This  project is to build community resilience to floods in central region of Bangladesh under DIPECHO V action plan with the support of ECHO. Also address the issues link women leadership during disaster preparedness phase. The Project will be implemented through 3 local partner NGO namely  AKK, SDS and RPDS at 3 districts of  Faridpur, Shariatpur and Rajbari respectively in Padma Basin. The total value of the project is EURO-398,244.","1-Jul-09 ","31-Dec-10 ","Country","BD","Bangladesh","18 villages of Faridpur, Rajbari and Shariatpur districts",15,5,60,-0,20," 204,024 "," 116,321 ",-0," 320,346 "
"BGDB49","“Early Recovery and Rehabilitation for the Cyclone Aila affected communities""","Cyclone “AILA” hit the west border of Bangladesh on 25 May 2009.  AILA affected around 3.39 million people while more than 375,000 people have been displaced and are now living in temporary shelters. 290 deaths were recorded. Oxfam has received Euro 650 k from ECHO for initial response which has been ended 31 Dec'09. Euro 514 k has been granted for further 12 months period by ECHO for early recovery and rehabilitation which will contribute to the Livelihoods recovery of the adult and adolescent women, men and children in ‘Aila’ cyclone affected communities in Khulna and Shatkhira Districts.","1-Jul-09 ","31-Mar-11 ","Country","BD","Bangladesh",-0,-0,-0,100,-0,-0," 558,662 "," 464,021 ",-0," 1,022,682 "
"BGDB50","Amar Odhikar Campaign-Bangladesh (AOC-B)","This project aims to support Amar Odhikar Campaign,AOC ( My rights campaign) to raise citizen's voices to access in quality education for geographically and socially excluded areas including essential services. Addressing specically 1:40 teacher children ratio, provision mid-day meals and recognition of education as constitutional rights. The activities will implement by AOC  and fund will use for secretariat and organising campaign managed by OGB and ON in line with OI global campaign.","1-Jun-09 ","30-Apr-11 ","Country","BD","Bangladesh"," All over the Bangladesh ",-0,100,-0,-0,-0," 29,151 "," 66,516 "," 5,000 "," 100,667 "
